userID;fecha
anom;23/07/2024_09:43
unixTimestamp;Timestamp;Situacion;Accion;Objeto
1721720586,25702;,18429;Test1;ENTRA_HEAD;Center Wall: Part of Player Area
1721720589,37765;3,30510;Test1;SALE_HEAD;Grass: Part of the level
1721720589,86424;3,79204;Test1;ENTRA_HEAD;Action_Left: Part of a Block
1721720589,90649;3,83380;Test1;SALE_HEAD;Action_Left: Part of a Block
1721720590,69851;4,62624;Test1;ENTRA_HEAD;Action_Left: Part of a Block
1721720590,78243;4,70955;Test1;SALE_HEAD;Action_Left: Part of a Block
1721720590,98973;4,91748;Test1;ENTRA_HEAD;Limit (5): Part of the level
1721720592,79644;6,72412;Test1;SALE_HEAD;Limit (5): Part of the level
1721720593,96346;7,89110;Test1;ENTRA_HEAD;Right Wall: Part of Player Area
1721720598,58800;12,51615;Test1;SALE_HEAD;Right Wall: Part of Player Area
1721720605,32488;19,25334;Test1;ENTRA_HEAD;Action_Left: Part of a Block
1721720605,39351;19,32231;Test1;SALE_HEAD;Action_Left: Part of a Block
1721720605,94890;19,87740;Test1;ENTRA_HEAD;Platform: Part of Player Area
